# t(s) BaseDelay(ms)
10.046119  25
10.061626  15
10.156718  27
10.320498  55
10.355771  35
10.674139  256
10.922431  248
11.109610  484
11.567703  458
11.589207  457
11.809946  816
12.428212  1072
12.476364  667
13.151054  723
13.192529  719
13.305470  715
13.489310  689
13.835698  675
13.963456  1196
14.711479  748
14.828218  763
15.524253  847
18.048433  1016
19.015955  967
19.109364  962
19.179544  928
19.376601  920
19.937223  914
20.799523  857
20.960608  857
20.965992  854
21.040834  738
21.047351  737
21.057594  723
21.059966  719
21.061539  719
21.064490  715
21.081494  701
21.097709  667
21.115075  619
21.145909  588
21.164162  484
21.220824  421
21.225189  421
21.245803  396
21.254653  395
21.257125  395
21.263862  394
21.268267  394
21.297261  395
21.304038  392
21.306310  391
21.312192  394
21.314025  393
21.316677  386
21.318410  402
21.320542  387
21.354274  394
21.451334  397
21.453606  396
21.499090  406
21.502304  405
21.526150  411
21.680347  383
21.714777  396
36.089528  410
40.794385  403
40.870946  393
40.890797  388
40.914054  392
40.918739  391
41.623200  404
41.808463  391
42.100082  391
42.250175  392
46.844842  380
46.854011  380
46.857956  376
46.866486  384
46.892180  376
46.942734  377
46.951153  372
46.957191  381
46.964806  374
46.968536  380
46.985496  375
46.989661  372
46.991674  369
47.010691  369
47.020834  364
47.025659  362
47.036302  360
47.049077  363
47.063404  357
47.067849  354
47.069502  352
47.083075  364
47.111157  359
47.112790  355
47.148332  358
47.155309  363
47.159554  358
47.167844  357
47.170216  357
47.184868  358
47.190910  363
47.211562  367
47.219832  373
47.316972  359
47.346786  357
47.351111  358
47.380746  355
47.430373  357
47.502483  350
47.572660  359
47.583282  355
54.221234  357
54.242600  356
54.250692  347
54.255437  350
54.259502  352
54.271457  348
54.277934  343
54.296707  344
54.304897  343
54.311514  347
54.328034  343
54.359627  342
54.366284  344
54.371188  342
54.381671  346
54.389881  342
54.396179  344
54.415352  342
54.457335  347
54.463193  349
54.465805  346
54.491351  351
54.606480  347
