# t(s) BaseDelay(ms)
10.036652  19
10.049986  13
10.056652  13
10.076652  13
10.096652  13
10.116652  13
10.136652  13
10.162762  24
10.376450  85
10.668130  218
10.848522  180
10.974974  360
21.187769  246
21.858684  200
21.871299  188
21.890151  166
21.967976  103
21.971941  102
21.977839  106
41.054593  106
41.089052  109
41.099675  108
51.215235  271
51.281313  269
51.352210  273
51.705938  271
51.771546  275
52.778311  246
52.785782  242
52.802447  242
52.806732  243
52.864881  245
52.871778  245
52.881981  240
52.892643  240
52.918912  218
52.922897  213
52.933707  211
52.937772  204
52.941837  203
52.946542  200
53.026833  224
