# t(s) W_ledbat(bytes)
10.046333  65535
10.164572  65535
10.315740  65535
10.449826  65532
10.452118  65531
10.453931  65523
10.465013  65519
10.466646  65511
10.468798  65507
10.473303  65499
10.482333  65490
10.488651  65471
10.491003  65462
10.503299  65443
10.507923  65434
10.516014  65522
10.518206  65516
10.519859  65503
10.521552  65415
10.526915  65496
10.530401  65406
10.532254  65387
10.534446  65482
10.536978  65378
10.538811  65359
10.543695  65350
10.547061  65331
10.549253  65322
10.550926  65303
10.555390  65294
10.557143  65263
10.559495  65475
10.563241  65248
10.564994  65461
10.567686  65217
10.574363  65454
10.578348  65202
10.580181  65171
10.584006  65440
10.588950  65156
10.590583  65125
10.592775  65420
10.594948  65110
10.600098  65079
10.602650  65380
10.612219  65064
10.613852  65033
10.620509  65360
10.622222  65018
10.624015  65320
10.635137  64987
10.636750  64972
10.640955  64941
10.646379  64926
10.648032  64876
10.652504  65300
10.654137  65260
10.656529  65240
10.658202  65200
10.660474  65180
10.662367  65107
10.664999  65070
10.666872  64851
10.669065  64801
10.671777  64996
10.674249  64773
10.676042  64951
10.677855  64860
10.680347  64717
10.684452  64815
10.688457  64689
10.690030  64723
10.694635  64616
10.697047  64580
10.700119  64677
10.702052  64507
10.704724  64460
10.706597  64585
10.708969  64539
10.710702  65535
10.713334  64446
10.715746  64365
10.718118  64318
10.720011  64210
10.722543  64156
10.726129  64400
10.727802  64307
10.730114  64048
10.732786  63993
10.737071  63883
10.739243  63828
10.741176  63718
10.743728  63663
10.749266  63553
10.755823  63497
10.763694  63384
10.768578  63328
10.779925  64261
10.781858  63215
10.786503  65530
10.791155  65528
10.792808  65523
10.795420  64168
10.797592  63159
10.799785  65506
10.801978  63046
10.804410  65472
10.806922  65455
10.808675  64122
10.810608  62988
10.812601  65421
10.815113  62871
10.817465  64029
10.819258  65404
10.820831  63983
10.823123  62813
10.824876  65370
10.827588  62695
10.830220  63884
10.832472  62636
10.834505  63835
10.836578  63736
10.839050  63683
10.841003  62518
10.843435  62453
10.845608  65349
10.847801  62321
10.850153  63577
10.852725  62255
10.854458  63524
10.856571  62114
10.858763  65306
10.862619  62043
10.864712  61901
10.867264  65285
10.869277  63396
10.871429  63332
10.873322  63204
10.875654  61830
10.878911  63137
10.880484  65242
10.882297  65221
10.883910  63003
10.886362  65178
10.890514  62936
10.892107  65155
10.893760  61688
10.896432  62801
10.898045  65108
10.900297  65085
10.901870  65023
10.905061  61617
10.906734  61474
10.908767  64992
10.911339  62734
10.913811  61403
10.915784  64930
10.920596  64894
10.922689  62599
10.925341  64822
10.927733  61260
10.930205  62529
10.931918  61188
10.933711  61043
10.935923  60970
10.937796  62387
10.940951  62316
10.943223  64786
10.944816  64708
10.947048  60815
10.949760  60738
10.951393  64669
10.953246  62174
10.955658  62103
10.957611  60583
10.960243  64591
10.962675  61961
10.965347  60498
10.967220  64552
10.969373  64473
10.971845  64434
10.973618  61890
10.975591  61747
10.977723  61676
10.980275  60327
10.982747  60241
10.984760  61534
10.986892  60053
10.988725  59959
10.991097  61463
10.992890  59771
10.995542  61320
10.998114  64350
11.000726  61249
11.002759  59674
11.004472  61106
11.006984  64308
11.008597  59478
11.010969  59380
11.012962  61035
11.014775  59178
11.017227  64224
11.020582  60891
11.022914  59077
11.025346  60819
11.027419  58874
11.031724  60675
11.033836  58769
11.037921  60603
11.040114  58559
11.042606  60458
11.046542  60386
11.048635  58454
11.050248  60232
11.052480  58238
11.056035  58130
11.058667  57913
11.061119  60155
11.063192  60001
11.065404  57804
11.067217  57584
11.071522  59918
11.073615  57474
11.075468  57251
11.080732  59752
11.083064  57139
11.085157  56915
11.087649  59669
11.089662  59496
11.093647  64175
11.095680  56803
11.097293  56577
11.099985  59409
11.101738  64077
11.103870  64028
11.105763  59235
11.107935  63930
11.109808  59146
11.111401  56464
11.113134  58967
11.116085  63881
11.120090  56231
11.122782  58878
11.124595  63783
11.129180  56114
11.131033  58693
11.133245  55879
11.136571  63734
11.138943  58600
11.140756  55761
11.143188  63636
11.147753  63587
11.149446  58414
11.151638  55524
11.158435  55405
11.160288  55167
11.166405  55048
11.168178  63464
11.172722  54808
11.174934  54682
11.176627  54430
11.179159  63403
11.181012  63280
11.183264  54303
11.184877  63215
11.187030  54044
